Date,Machine_ID,Shift,Plant_Location,Planned_Production_Time,Downtime,Ideal_Cycle_Time,Downtime_Reason,Operating_Time,Total_Production,Defective_Production,Good_Production,Availability,Performance,Quality,OEE
2024-04-09,M3,A,Chennai,473,36.0,1.1913677913817158,Setup,437.0,237,6.0,231.0,0.9238900634249472,0.646119374273379,0.9746835443037974,0.5818307818375821
2024-12-25,M4,B,Pune,436,57.0,0.8620003705564611,Power Failure,379.0,363,9.0,354.0,0.8692660550458715,0.8256098535936554,0.9752066115702479,0.6998810348096037
2024-05-31,M3,A,Chennai,478,34.5,1.1913677913817158,Breakdown,443.5,325,11.0,314.0,0.9278242677824268,0.8730429136393633,0.9661538461538461,0.782613988480876
2024-05-10,M2,B,Pune,470,67.85,0.9383985044113488,Breakdown,402.15,348,46.0,302.0,0.8556382978723404,0.8120419732317528,0.867816091954023,0.602970953898356
2024-05-29,M4,B,Mumbai,448,34.0,0.8801178714639623,Setup,414.0,419,8.0,411.0,0.9241071428571429,0.8907473143560392,0.9809069212410502,0.8074295651153762
2024-11-04,M4,A,Chennai,468,37.0,0.9582319374180136,Setup,431.0,425,9.0,416.0,0.9209401709401709,0.9448922816766956,0.9788235294117648,0.8517617221493454
2024-09-14,M1,B,Mumbai,463,109.0,0.9418781490502256,Power Failure,354.0,342,13.0,329.0,0.7645788336933045,0.9099500762010654,0.9619883040935673,0.6692827452214345
2024-12-09,M2,C,Chennai,434,63.0,0.8327419305018101,Power Failure,371.0,361,30.0,331.0,0.8548387096774194,0.810296056364295,0.9168975069252078,0.63510962902327
2024-10-20,M4,B,Chennai,445,23.0,0.9728953807235656,Maintenance,422.0,355,5.0,350.0,0.9483146067415731,0.8184309482390184,0.9859154929577465,0.7651986140522425
2024-07-10,M4,A,Mumbai,431,36.0,0.8081991821216229,Setup,395.0,443,0.0,443.0,0.9164733178654292,0.906410728303491,1.0,0.8307012475171205
2024-10-03,M2,C,Chennai,444,42.0,0.9449418974928756,Maintenance,402.0,346,38.0,308.0,0.9054054054054054,0.813308200329689,0.8901734104046243,0.6555002351977606
2024-06-09,M3,C,Chennai,460,46.0,1.1913677913817158,Maintenance,414.0,228,8.0,220.0,0.9,0.6561155952536986,0.9649122807017544,0.569784595878212
2024-11-09,M4,B,Mumbai,424,40.25,0.8045843146299274,Breakdown,383.75,403,10.0,393.0,0.9050707547169812,0.84494457015208,0.9751861042183623,0.7457585746451921
2024-01-22,M1,B,Chennai,423,106.95,0.9160858504686824,Breakdown,316.05,291,9.0,282.0,0.7471631205673759,0.8434772424818433,0.9690721649484536,0.6107239003124548
2024-09-09,M4,A,Pune,463,53.0,0.8935628592361944,Power Failure,410.0,388,6.0,382.0,0.8855291576673866,0.845615583862545,0.9845360824742269,0.7372376074043765
2024-08-23,M1,C,Chennai,467,89.0,0.8022441779954925,Setup,378.0,380,9.0,371.0,0.8094218415417559,0.8064888561859449,0.9763157894736842,0.6373288865874256
2024-12-10,M1,A,Chennai,460,135.0,0.8475848324489967,Setup,325.0,369,14.0,355.0,0.7065217391304348,0.9623347789959378,0.962059620596206,0.6541143815638997
2024-02-18,M4,B,Chennai,476,52.0,0.838832415482902,Maintenance,424.0,438,8.0,430.0,0.8907563025210085,0.866529712220545,0.9817351598173516,0.7577687786925376
2024-02-28,M4,C,Mumbai,450,28.0,0.8379295260039074,Maintenance,422.0,382,5.0,377.0,0.9377777777777778,0.7585049263826839,0.9869109947643979,0.7019987362299401
2024-06-18,M1,A,Pune,422,83.0,0.94056934143537,Power Failure,339.0,321,11.0,310.0,0.8033175355450237,0.890627606491899,0.9657320872274143,0.6909395636136605
2024-07-06,M2,A,Pune,472,79.35,0.8737769244748012,Breakdown,392.65,386,38.0,348.0,0.831885593220339,0.8589784613454049,0.9015544041450777,0.6442253595704042
2024-09-27,M2,A,Chennai,422,76.0,0.9501194725014642,Setup,346.0,329,48.0,281.0,0.8199052132701422,0.9034373018872304,0.8541033434650456,0.6326624923528706
2024-07-08,M4,A,Mumbai,445,50.0,0.92597674073424,Setup,395.0,407,10.0,397.0,0.8876404494382022,0.9541076796932549,0.9754299754299754,0.8260961035314456
2024-06-23,M3,A,Mumbai,469,66.0,1.1913677913817158,Setup,403.0,300,12.0,288.0,0.8592750533049041,0.8868742863883741,0.96,0.731586191722674
2024-02-20,M2,C,Pune,436,67.0,0.9305446879111346,Setup,369.0,322,37.0,285.0,0.8463302752293578,0.812020025765272,0.8850931677018633,0.6082688900336546
2024-12-29,M4,A,Mumbai,479,60.95,0.9764506246685196,Breakdown,418.05,381,6.0,375.0,0.8727557411273487,0.8899119435443271,0.984251968503937,0.7644446435296343
2024-02-24,M2,C,Chennai,429,57.0,0.9907147074824596,Power Failure,372.0,293,27.0,266.0,0.8671328671328671,0.7803209927213995,0.9078498293515358,0.6142893058049749
2024-08-31,M3,A,Chennai,421,79.0,1.1913677913817158,Power Failure,342.0,252,7.0,245.0,0.8123515439429929,0.877849951544422,0.9722222222222222,0.6933137978349652
2024-11-15,M4,B,Mumbai,443,24.15,0.8014348876700909,Breakdown,418.85,468,6.0,462.0,0.9454853273137698,0.8954793540160021,0.9871794871794872,0.8358079415430744
2024-05-10,M3,B,Chennai,430,79.0,1.1913677913817158,Power Failure,351.0,225,9.0,216.0,0.8162790697674419,0.7636973021677665,0.96,0.5984545184615131
2024-11-02,M4,A,Pune,443,28.0,0.9411207082728684,Power Failure,415.0,427,7.0,420.0,0.9367945823927766,0.9683338371867827,0.9836065573770492,0.8922589107778888
2024-05-14,M3,B,Chennai,454,73.0,1.1913677913817158,Maintenance,381.0,238,8.0,230.0,0.8392070484581498,0.7442140009156125,0.9663865546218487,0.603556370083248
2024-01-21,M2,C,Mumbai,442,87.39999999999999,0.8815196667664362,Breakdown,354.6,336,27.0,309.0,0.8022624434389141,0.8352809025198041,0.9196428571428571,0.6162660113819656
2024-11-24,M2,A,Pune,451,74.0,0.971248808338324,Power Failure,377.0,356,52.0,304.0,0.835920177383592,0.9171474158314148,0.8539325842696629,0.6546776889907994
2024-06-15,M3,C,Chennai,442,48.0,1.1913677913817158,Maintenance,394.0,211,9.0,202.0,0.8914027149321267,0.6380167613744722,0.957345971563981,0.5444712530749019
2024-09-30,M3,A,Pune,453,89.69999999999999,1.1913677913817158,Breakdown,363.3,203,8.0,195.0,0.8019867549668874,0.6656968391150242,0.9605911330049262,0.5128404399987517
2024-03-29,M3,B,Mumbai,460,89.69999999999999,1.1913677913817158,Breakdown,370.3,223,9.0,214.0,0.805,0.7174588643751624,0.9596412556053812,0.5542450159906244
2024-11-11,M4,C,Chennai,438,43.0,0.9556251322573044,Setup,395.0,335,9.0,326.0,0.9018264840182648,0.810466884319486,0.9731343283582089,0.7112643678444777
2024-01-14,M2,B,Chennai,421,38.0,0.8069445736187305,Maintenance,383.0,424,54.0,370.0,0.9097387173396675,0.8933276741888818,0.8726415094339622,0.7091911929665803
2024-08-29,M4,B,Pune,479,47.0,0.8113895897396897,Maintenance,432.0,426,7.0,419.0,0.9018789144050104,0.800120289882194,0.9835680751173709,0.709754150523862
2024-09-21,M2,A,Chennai,470,65.0,0.8580101424591551,Maintenance,405.0,409,54.5,354.5,0.8617021276595744,0.8664843167056653,0.8667481662591687,0.6471587138335543
2024-12-11,M1,C,Chennai,421,138.0,0.9979445780932612,Breakdown,283.0,244,6.0,238.0,0.672209026128266,0.8604186468365927,0.9754098360655737,0.5641586926037914
2024-02-22,M4,B,Chennai,434,37.0,0.9808620743974548,Setup,397.0,317,8.0,309.0,0.9147465437788018,0.783207248322401,0.9747634069400631,0.6983557165640866
2024-12-05,M2,A,Chennai,475,65.55,0.8784496362653779,Breakdown,409.45,407,40.0,367.0,0.862,0.8731933128831574,0.9017199017199017,0.6787179294934603
2024-04-01,M2,A,Mumbai,440,59.0,0.970839288961112,Power Failure,381.0,352,51.0,301.0,0.865909090909091,0.8969433850769329,0.8551136363636364,0.664142331766579
2024-09-20,M4,A,Chennai,454,28.0,0.8912696482140495,Power Failure,426.0,436,6.0,430.0,0.9383259911894273,0.9121914709420789,0.9862385321100917,0.8441540720970072
2024-02-04,M4,B,Pune,424,41.0,0.8303365696733355,Power Failure,383.0,404,8.0,396.0,0.9033018867924528,0.8758641622663904,0.9801980198019802,0.7755030226194359
2024-07-24,M2,A,Mumbai,462,36.0,0.9069636329886288,Setup,426.0,456,54.5,401.5,0.922077922077922,0.9708343113681097,0.8804824561403509,0.7881945858115464
2024-03-21,M4,C,Pune,446,67.85,0.8599982941107422,Breakdown,378.15,339,3.0,336.0,0.8478699551569506,0.7709623739350565,0.9911504424778761,0.6478910915273752
2024-02-19,M3,C,Pune,443,57.0,1.1913677913817158,Maintenance,386.0,226,7.0,219.0,0.871331828442438,0.6975365825188284,0.9690265486725663,0.5889606011571011
2024-12-25,M4,B,Pune,426,28.0,0.928726757623924,Power Failure,398.0,346,5.0,341.0,0.9342723004694836,0.8073855732107479,0.9855491329479769,0.7434174280510752
2024-01-02,M4,C,Mumbai,425,21.0,0.8484844190012149,Power Failure,404.0,365,0.0,365.0,0.9505882352941176,0.7665762696421866,1.0,0.7286983833775138
2024-02-23,M4,A,Mumbai,465,36.8,0.9533344970672308,Breakdown,428.2,394,11.0,383.0,0.9208602150537634,0.8771924143962844,0.9720812182741116,0.7852195965091385
2024-04-15,M2,B,Mumbai,452,39.0,0.8697733443590355,Maintenance,413.0,377,51.0,326.0,0.9137168141592921,0.7939577501776184,0.8647214854111406,0.6273144032324017
2024-09-16,M3,A,Chennai,477,58.0,1.1913677913817158,Setup,419.0,278,11.0,267.0,0.8784067085953878,0.7904540477425227,0.960431654676259,0.6668662480061177
2024-11-05,M1,B,Pune,468,86.0,0.9815450686258684,Power Failure,382.0,317,9.0,308.0,0.8162393162393162,0.8145282375769641,0.9716088328075709,0.6459741049930929
2024-07-09,M1,B,Mumbai,436,85.0,0.8989553686947325,Power Failure,351.0,317,7.0,310.0,0.805045871559633,0.8118770708724506,0.9779179810725552,0.6391655144389153
2024-08-05,M3,A,Pune,465,57.0,1.1913677913817158,Power Failure,408.0,290,10.0,280.0,0.8774193548387097,0.8468055379919059,0.9655172413793104,0.7173827561008183
2024-02-13,M3,C,Mumbai,461,54.0,1.1913677913817158,Maintenance,407.0,197,8.0,189.0,0.8828633405639913,0.5766571373518379,0.9593908629441624,0.4884349513473845
2024-06-10,M3,C,Mumbai,449,67.0,1.1913677913817158,Power Failure,382.0,209,7.0,202.0,0.8507795100222717,0.6518216450229807,0.9665071770334929,0.5359828371026872
2024-07-20,M2,B,Mumbai,427,66.0,0.8887470725117209,Maintenance,361.0,361,45.0,316.0,0.8454332552693209,0.8887470725117209,0.8753462603878116,0.657714461156215
2024-09-26,M1,A,Pune,459,103.0,0.9347352971772815,Power Failure,356.0,328,9.0,319.0,0.775599128540305,0.8612167906577199,0.9725609756097561,0.6496308492364984
2024-12-16,M3,A,Chennai,465,38.0,1.1913677913817158,Power Failure,427.0,308,10.0,298.0,0.9182795698924732,0.8593472593573032,0.9675324675324676,0.7635002189930137
2024-10-30,M2,B,Mumbai,426,47.0,0.9884522347317122,Maintenance,379.0,326,35.0,291.0,0.8896713615023474,0.85022540507266,0.8926380368098159,0.6752103293589864
2024-09-27,M1,C,Mumbai,425,116.0,0.9267744892104158,Maintenance,309.0,273,10.0,263.0,0.7270588235294118,0.818800762312115,0.9633699633699634,0.573509860381975
2024-08-02,M4,A,Mumbai,423,42.0,0.8577702246663264,Setup,381.0,415,5.0,410.0,0.900709219858156,0.9343166489147648,0.9879518072289156,0.8314084919933658
2024-09-08,M2,C,Chennai,420,74.75,0.9347352971772815,Breakdown,345.25,350,28.0,322.0,0.8220238095238095,0.9475955221203433,0.92,0.7166303945025825
2024-07-08,M1,C,Pune,434,138.0,0.8130928704295293,Power Failure,296.0,267,7.0,260.0,0.6820276497695853,0.7334317446104199,0.9737827715355806,0.48710632790709124
2024-10-22,M2,B,Pune,450,76.0,0.9320772880542688,Power Failure,374.0,342,30.0,312.0,0.8311111111111111,0.8523273596645988,0.9122807017543859,0.6462402530509598
2024-07-31,M1,B,Pune,444,109.25,0.8254041539572576,Breakdown,334.75,355,9.0,346.0,0.7539414414414415,0.8753352491555682,0.9746478873239437,0.643220354209935
2024-07-26,M1,C,Pune,466,93.15,0.9493807310711048,Breakdown,372.85,321,7.0,314.0,0.8001072961373391,0.8173560806593123,0.9781931464174455,0.6397114797346071
2024-08-24,M4,A,Mumbai,452,56.35,0.9607918232181892,Breakdown,395.65,383,4.0,379.0,0.8753318584070796,0.9300727114686377,0.9895561357702349,0.8056196924771984
2024-12-03,M2,A,Chennai,471,45.0,0.9602311194602314,Power Failure,426.0,414,40.0,374.0,0.9044585987261147,0.9331823555317742,0.9033816425120773,0.7624765152401838
2024-02-22,M3,B,Mumbai,454,37.0,1.1913677913817158,Power Failure,417.0,217,8.0,209.0,0.9185022026431718,0.6199683710547538,0.9631336405529954,0.5484490493365168
2024-10-06,M4,C,Chennai,474,44.0,0.8953895532379069,Power Failure,430.0,414,12.0,402.0,0.9071729957805907,0.8620727326523103,0.9710144927536232,0.7593810135055666
2024-08-04,M4,A,Pune,424,57.0,0.8705536931713912,Maintenance,367.0,400,10.0,390.0,0.8655660377358491,0.9488323631295817,0.975,0.8007451423038741
2024-09-08,M1,A,Chennai,424,59.0,0.9076230250989044,Setup,365.0,270,7.0,263.0,0.8608490566037735,0.6713923747306964,0.9740740740740741,0.5629831500023864
2024-07-06,M3,B,Mumbai,455,36.0,1.1913677913817158,Setup,419.0,214,7.0,207.0,0.9208791208791208,0.6084790151687045,0.9672897196261683,0.5420068853099235
2024-02-10,M2,C,Mumbai,436,65.55,0.9685176758867337,Breakdown,370.45,305,41.0,264.0,0.8496559633027523,0.7974028644768626,0.8655737704918033,0.5864418954910497
2024-06-05,M3,A,Pune,472,73.6,1.1913677913817158,Breakdown,398.4,259,7.0,252.0,0.8440677966101694,0.7745086796382138,0.972972972972973,0.6360692445512549
2024-01-15,M3,B,Mumbai,471,40.0,1.1913677913817158,Power Failure,431.0,265,10.0,255.0,0.9150743099787686,0.7325115190630038,0.9622641509433962,0.6450080399200372
2024-10-27,M3,A,Mumbai,433,67.0,1.1913677913817158,Setup,366.0,246,8.0,238.0,0.8452655889145496,0.8007554007647598,0.967479674796748,0.6548395712444535
2024-03-05,M3,A,Chennai,477,66.0,1.1913677913817158,Setup,411.0,257,6.0,251.0,0.8616352201257862,0.7449672077496373,0.9766536964980544,0.6269042256536911
2024-12-10,M3,A,Mumbai,448,60.0,1.1913677913817158,Maintenance,388.0,281,10.0,271.0,0.8660714285714286,0.8628204880883045,0.9644128113879004,0.7206711416617075
2024-11-22,M1,B,Pune,427,117.0,0.8331127030170709,Power Failure,310.0,305,8.0,297.0,0.7259953161592506,0.8196754013555052,0.9737704918032787,0.5794718332460657
2024-01-09,M1,C,Pune,453,134.0,0.8921018319816357,Power Failure,319.0,294,8.0,286.0,0.7041942604856513,0.8221878953059589,0.9727891156462585,0.5632254391760437
2024-12-09,M4,B,Mumbai,459,37.0,0.8831498105064332,Setup,422.0,415,8.0,407.0,0.9193899782135077,0.868500406066753,0.980722891566265,0.7830979801222621
2024-05-08,M1,C,Pune,420,130.0,0.9618491673506966,Setup,290.0,250,9.0,241.0,0.6904761904761905,0.8291803166816349,0.964,0.5519182126940901
2024-05-15,M4,A,Chennai,448,38.0,0.8543537395347596,Maintenance,410.0,432,7.0,425.0,0.9151785714285714,0.9001971109244296,0.9837962962962963,0.810491828799716
2024-03-03,M4,C,Chennai,455,20.0,0.847408301783736,Maintenance,435.0,424,10.0,414.0,0.9560439560439561,0.8259795861064462,0.9764150943396226,0.7710484328317949
2024-05-18,M2,A,Mumbai,470,76.0,0.8398473526971091,Power Failure,394.0,426,40.0,386.0,0.8382978723404255,0.9080583052004276,0.9061032863849765,0.6897469747682641
2024-03-21,M3,A,Mumbai,456,38.0,1.1913677913817158,Maintenance,418.0,262,12.0,250.0,0.9166666666666666,0.7467424912488266,0.9541984732824428,0.6531621663276951
2024-06-11,M1,B,Chennai,448,108.0,0.8721406405812064,Setup,340.0,317,9.0,308.0,0.7589285714285714,0.8131428913654191,0.9716088328075709,0.5995966903995794
2024-10-15,M2,A,Pune,424,30.0,0.8219249972660005,Power Failure,394.0,409,0.0,409.0,0.9292452830188679,0.8532165580756199,1.0,0.7928474619853637
2024-09-17,M1,B,Mumbai,472,97.0,0.8894736955983744,Setup,375.0,372,13.0,359.0,0.7944915254237288,0.8823579060335873,0.9650537634408602,0.6765276625419839
2024-08-18,M4,C,Mumbai,451,50.0,0.9088499428991276,Power Failure,401.0,362,3.0,359.0,0.8891352549889135,0.8204580531907335,0.9917127071823204,0.7234526153010793
2024-02-10,M1,C,Pune,479,89.0,0.8924461931815605,Power Failure,390.0,357,13.0,344.0,0.81419624217119,0.816931515296967,0.9635854341736695,0.6409216919717262
2024-01-28,M3,A,Mumbai,471,38.0,1.1913677913817158,Setup,433.0,318,14.0,304.0,0.9193205944798302,0.8749537128392277,0.9559748427672956,0.7689507613164366
2024-05-14,M4,B,Pune,443,28.0,0.874889975507687,Power Failure,415.0,424,12.0,412.0,0.9367945823927766,0.8938634930488176,0.9716981132075472,0.8136674264315283
2024-07-19,M4,A,Pune,438,27.0,0.917328602489127,Power Failure,411.0,414,11.0,403.0,0.9383561643835616,0.9240244317043761,0.9734299516908212,0.844026088591594
2024-11-23,M2,B,Pune,431,53.0,0.964005564453085,Maintenance,378.0,324,26.0,298.0,0.877030162412993,0.82629048381693,0.9197530864197531,0.6665282092970286
2024-09-24,M3,B,Pune,471,60.0,1.1913677913817158,Setup,411.0,278,13.0,265.0,0.8726114649681529,0.8058400146085571,0.9532374100719424,0.6703024728580779
2024-02-02,M4,B,Pune,420,59.0,0.9577954375704588,Setup,361.0,322,9.0,313.0,0.8595238095238096,0.8543216922373621,0.9720496894409938,0.7137856475227466
2024-02-17,M3,C,Chennai,426,70.0,1.1913677913817158,Maintenance,356.0,198,7.0,191.0,0.8356807511737089,0.6626146704875835,0.9646464646464646,0.5341578595162153
2024-03-02,M1,B,Pune,436,96.0,0.9364458535153168,Power Failure,340.0,291,0.0,291.0,0.7798165137614679,0.8014874805086978,1.0,0.6250131728737551
2024-08-03,M3,C,Chennai,453,40.25,1.1913677913817158,Breakdown,412.75,260,9.0,251.0,0.9111479028697572,0.7504679000829706,0.9653846153846154,0.6601176945624959
2024-10-19,M4,B,Pune,462,49.45,0.8243678222708978,Breakdown,412.55,422,8.0,414.0,0.892965367965368,0.8432510507776484,0.981042654028436,0.7387192173596357
2024-04-08,M2,C,Mumbai,426,70.0,0.9002421502749384,Setup,356.0,334,43.0,291.0,0.8356807511737089,0.8446092084040153,0.8712574850299402,0.61495414490612
2024-06-20,M4,C,Chennai,436,52.0,0.9877421632834054,Maintenance,384.0,325,6.0,319.0,0.8807339449541285,0.8359796954872571,0.9815384615384616,0.7226829130445099
2024-12-25,M3,C,Mumbai,478,47.0,1.1913677913817158,Power Failure,431.0,247,8.0,239.0,0.9016736401673641,0.6827560196549508,0.9676113360323887,0.595683895690858
2024-08-01,M3,A,Pune,422,48.0,1.1913677913817158,Maintenance,374.0,256,8.0,248.0,0.8862559241706162,0.8154816967746503,0.96875,0.7001403134186387
2024-02-04,M4,B,Pune,448,27.0,0.8156208608041826,Power Failure,421.0,449,12.0,437.0,0.9397321428571429,0.8698664287436532,0.9732739420935412,0.7955944557397941
2024-08-14,M3,A,Mumbai,441,50.0,1.1913677913817158,Setup,391.0,228,8.0,220.0,0.8866213151927438,0.6947106302686219,0.9649122807017544,0.594333138557772
2024-04-10,M1,B,Pune,457,103.0,0.9764562190090766,Setup,354.0,302,6.0,296.0,0.774617067833698,0.8330219721489863,0.9801324503311258,0.6324530433844348
2024-05-10,M4,B,Mumbai,473,60.95,0.834324670376913,Breakdown,412.05,434,12.0,422.0,0.8711416490486258,0.8787693409624566,0.9723502304147466,0.7443657735709457
2024-09-13,M2,A,Pune,462,72.0,0.8803490410849957,Maintenance,390.0,411,0.0,411.0,0.8441558441558441,0.9277524509895724,1.0,0.7831676534327559
2024-01-05,M4,C,Pune,448,44.0,0.9761507676113436,Setup,404.0,319,6.0,313.0,0.9017857142857143,0.770772512049551,0.9811912225705329,0.6819981925498897
2024-08-05,M1,B,Chennai,469,122.0,0.8101948071583324,Maintenance,347.0,359,10.0,349.0,0.7398720682302772,0.8382130713828281,0.9721448467966574,0.6028954961583327
2024-09-11,M1,C,Mumbai,469,96.0,0.9149133807320096,Setup,373.0,348,7.0,341.0,0.7953091684434968,0.8535921085649848,0.9798850574712644,0.665214206459734
2024-12-24,M1,A,Pune,473,115.0,0.9518181922792054,Power Failure,358.0,362,12.0,350.0,0.7568710359408034,0.9624530324164032,0.9668508287292817,0.7043052162742536
2024-10-09,M1,C,Mumbai,461,87.0,0.8766703268530445,Power Failure,374.0,327,9.0,318.0,0.8112798264642083,0.7665005264196405,0.9724770642201835,0.6047313751394103
2024-07-25,M1,B,Chennai,424,142.5,0.8726256885692144,Breakdown,281.5,256,6.0,250.0,0.6639150943396226,0.7935778908480244,0.9765625,0.5145198635431688
2024-01-15,M2,B,Mumbai,449,79.0,0.9501378436977445,Setup,370.0,323,47.0,276.0,0.8240534521158129,0.82944465814695,0.8544891640866873,0.5840490976850279
2024-12-11,M3,B,Chennai,442,69.0,1.1913677913817158,Breakdown,373.0,253,10.0,243.0,0.8438914027149321,0.8080859282026116,0.9604743083003953,0.6549827450356492
2024-02-11,M1,A,Mumbai,474,132.25,0.9409825856488288,Breakdown,341.75,319,10.0,309.0,0.7209915611814346,0.8783421940657685,0.9686520376175548,0.6134253564672745
2024-06-27,M1,B,Mumbai,440,110.0,0.9558410229477768,Setup,330.0,292,9.0,283.0,0.75,0.8457744809113661,0.9691780821917808,0.61477956703232
2024-03-03,M4,A,Chennai,475,39.0,0.8851243124837631,Setup,436.0,403,5.0,398.0,0.9178947368421052,0.8181309585572397,0.9875930521091811,0.741641002881132
2024-12-17,M2,C,Pune,445,78.0,0.891363265241264,Power Failure,367.0,310,42.0,268.0,0.8247191011235955,0.7529226491138742,0.864516129032258,0.5368210226621545
2024-08-18,M2,B,Pune,473,42.55,0.8768320366184964,Breakdown,430.45,430,54.5,375.5,0.9100422832980972,0.8759153809872308,0.8732558139534884,0.6960897034888909
2024-08-28,M3,B,Pune,466,32.0,1.1913677913817158,Power Failure,434.0,236,9.0,227.0,0.9313304721030042,0.6478405501522694,0.961864406779661,0.5803443962310074
2024-02-21,M2,B,Mumbai,440,40.0,0.8234082965376888,Maintenance,400.0,408,33.0,375.0,0.9090909090909091,0.8398764624684425,0.9191176470588235,0.7017684345491665
2024-04-05,M4,C,Mumbai,439,36.0,0.8585192887247886,Maintenance,403.0,362,7.0,355.0,0.9179954441913439,0.7711761352813238,0.9806629834254144,0.6942468052330295
2024-08-09,M4,B,Pune,442,44.85,0.8272455556636898,Breakdown,397.15,396,5.0,391.0,0.8985294117647058,0.8248501574790915,0.9873737373737373,0.7317941453948025
2024-08-18,M3,A,Mumbai,423,46.0,1.1913677913817158,Breakdown,377.0,236,9.0,227.0,0.8912529550827423,0.7457899171514188,0.961864406779661,0.6393392166516536
2024-08-24,M4,C,Mumbai,440,39.0,0.8166904231475587,Setup,401.0,375,9.0,366.0,0.9113636363636364,0.7637379268836272,0.976,0.6793379428909238
2024-05-22,M1,C,Pune,440,105.0,0.845292120751611,Setup,335.0,341,12.0,329.0,0.7613636363636364,0.8604316811232817,0.9648093841642229,0.6320479721074546
2024-06-19,M1,C,Chennai,420,118.45,0.8693937996740038,Breakdown,301.55,269,5.0,264.0,0.7179761904761905,0.7755494349603946,0.9814126394052045,0.546476102652231
2024-01-29,M4,C,Mumbai,434,63.24999999999999,0.9285483800802852,Breakdown,370.75,308,3.0,305.0,0.8542626728110599,0.7713901579628533,0.9902597402597403,0.6525512809319978
2024-02-05,M3,C,Mumbai,436,59.0,1.1913677913817158,Maintenance,377.0,198,4.0,194.0,0.8646788990825688,0.6257050999829701,0.9797979797979798,0.5301040172661763
2024-01-13,M2,A,Mumbai,470,63.0,0.850567240614958,Power Failure,407.0,445,47.0,398.0,0.8659574468085106,0.9299813810163545,0.8943820224719101,0.7202675782228792
2024-06-08,M3,C,Mumbai,433,44.0,1.1913677913817158,Maintenance,389.0,199,5.0,194.0,0.8983833718244804,0.6094657853083841,0.9748743718592965,0.5337767933673276
2024-11-22,M2,B,Chennai,478,45.0,0.8683096233846352,Maintenance,433.0,422,54.5,367.5,0.9058577405857741,0.8462509493494598,0.8708530805687204,0.6675811435017854
2024-07-05,M4,C,Pune,438,27.0,0.9096946842350792,Power Failure,411.0,363,5.0,358.0,0.9383561643835616,0.8034529692879167,0.9862258953168044,0.743540404009494
2024-08-30,M4,C,Mumbai,469,58.65,0.8441400799311135,Breakdown,410.35,366,8.0,358.0,0.8749466950959489,0.7529067119648776,0.9781420765027322,0.6443542614399544
2024-03-26,M1,C,Pune,479,93.15,0.976069639170398,Breakdown,385.85,298,6.0,292.0,0.8055323590814196,0.7538389334528408,0.9798657718120806,0.5950153123961509
2024-10-10,M2,C,Mumbai,453,66.0,0.929769665738903,Maintenance,387.0,361,44.0,317.0,0.8543046357615894,0.8673045202370645,0.8781163434903048,0.6506335188504023
2024-03-06,M3,C,Chennai,425,70.0,1.1913677913817158,Maintenance,355.0,191,6.0,185.0,0.8352941176470589,0.6409894314194584,0.9685863874345549,0.5185953915426293
